./data/256_ObjectCategories\001.ak47\001_0047.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0048.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0049.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0050.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0051.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0052.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0053.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0054.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0055.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0056.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0057.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0058.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0059.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0060.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0061.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0062.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0063.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0064.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0065.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0066.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0067.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0068.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0069.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0070.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0071.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0072.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0073.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0074.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0075.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0076.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0077.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0078.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0079.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0080.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0081.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0082.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0083.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0084.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0085.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0086.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0087.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0088.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0089.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0090.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0091.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0092.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0093.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0094.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0095.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0096.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0097.jpg,ak47
./data/256_ObjectCategories\001.ak47\001_0098.jpg,ak47
./data/256_ObjectCategories\002.american-flag\002_0001.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0002.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0003.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0004.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0005.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0006.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0007.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0008.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0009.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0010.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0011.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0012.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0013.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0014.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0015.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0016.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0017.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0018.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0019.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0020.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0021.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0022.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0023.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0024.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0025.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0026.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0027.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0028.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0029.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0030.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0031.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0032.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0033.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0034.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0035.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0036.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0037.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0038.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0039.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0040.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0041.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0042.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0043.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0044.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0045.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0046.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0047.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0048.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0049.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0050.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0051.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0052.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0053.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0054.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0055.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0056.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0057.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0058.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0059.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0060.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0061.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0062.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0063.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0064.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0065.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0066.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0067.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0068.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0069.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0070.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0071.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0072.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0073.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0074.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0075.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0076.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0077.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0078.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0079.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0080.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0081.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0082.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0083.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0084.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0085.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0086.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0087.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0088.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0089.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0090.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0091.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0092.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0093.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0094.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0095.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0096.jpg,american-flag
./data/256_ObjectCategories\002.american-flag\002_0097.jpg,american-flag
./data/256_ObjectCategories\006.basketball-hoop\006_0001.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0002.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0003.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0004.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0005.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0006.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0007.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0008.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0009.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0010.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0011.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0012.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0013.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0014.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0015.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0016.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0017.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0018.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0019.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0020.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0021.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0022.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0023.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0024.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0025.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0026.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0027.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0028.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0029.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0030.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0031.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0032.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0033.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0034.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0035.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0036.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0037.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0038.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0039.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0040.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0041.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0042.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0043.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0044.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0045.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0046.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0047.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0048.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0049.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0050.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0051.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0052.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0053.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0054.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0055.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0056.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0057.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0058.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0059.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0060.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0061.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0062.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0063.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0064.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0065.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0066.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0067.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0068.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0069.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0070.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0071.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0072.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0073.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0074.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0075.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0076.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0077.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0078.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0079.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0080.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0081.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0082.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0083.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0084.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0085.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0086.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0087.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0088.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0089.jpg,basketball-hoop
./data/256_ObjectCategories\006.basketball-hoop\006_0090.jpg,basketball-hoop
./data/256_ObjectCategories\007.bat\007_0001.jpg,bat
./data/256_ObjectCategories\007.bat\007_0002.jpg,bat
./data/256_ObjectCategories\007.bat\007_0003.jpg,bat
./data/256_ObjectCategories\007.bat\007_0004.jpg,bat
./data/256_ObjectCategories\007.bat\007_0005.jpg,bat
./data/256_ObjectCategories\007.bat\007_0006.jpg,bat
./data/256_ObjectCategories\007.bat\007_0007.jpg,bat
./data/256_ObjectCategories\007.bat\007_0008.jpg,bat
./data/256_ObjectCategories\007.bat\007_0009.jpg,bat
./data/256_ObjectCategories\007.bat\007_0010.jpg,bat
./data/256_ObjectCategories\007.bat\007_0011.jpg,bat
./data/256_ObjectCategories\007.bat\007_0012.jpg,bat
./data/256_ObjectCategories\007.bat\007_0013.jpg,bat
./data/256_ObjectCategories\007.bat\007_0014.jpg,bat
./data/256_ObjectCategories\007.bat\007_0015.jpg,bat
./data/256_ObjectCategories\007.bat\007_0016.jpg,bat
./data/256_ObjectCategories\007.bat\007_0017.jpg,bat
./data/256_ObjectCategories\007.bat\007_0018.jpg,bat
./data/256_ObjectCategories\007.bat\007_0019.jpg,bat
./data/256_ObjectCategories\007.bat\007_0020.jpg,bat
./data/256_ObjectCategories\007.bat\007_0021.jpg,bat
./data/256_ObjectCategories\007.bat\007_0022.jpg,bat
./data/256_ObjectCategories\007.bat\007_0023.jpg,bat
./data/256_ObjectCategories\007.bat\007_0024.jpg,bat
./data/256_ObjectCategories\007.bat\007_0025.jpg,bat
./data/256_ObjectCategories\007.bat\007_0026.jpg,bat
./data/256_ObjectCategories\007.bat\007_0027.jpg,bat
./data/256_ObjectCategories\007.bat\007_0028.jpg,bat
./data/256_ObjectCategories\007.bat\007_0029.jpg,bat
./data/256_ObjectCategories\007.bat\007_0030.jpg,bat
./data/256_ObjectCategories\007.bat\007_0031.jpg,bat
./data/256_ObjectCategories\007.bat\007_0032.jpg,bat
./data/256_ObjectCategories\007.bat\007_0033.jpg,bat
./data/256_ObjectCategories\007.bat\007_0034.jpg,bat
./data/256_ObjectCategories\007.bat\007_0035.jpg,bat
./data/256_ObjectCategories\007.bat\007_0036.jpg,bat
./data/256_ObjectCategories\007.bat\007_0037.jpg,bat
./data/256_ObjectCategories\007.bat\007_0038.jpg,bat
./data/256_ObjectCategories\007.bat\007_0039.jpg,bat
./data/256_ObjectCategories\007.bat\007_0040.jpg,bat
./data/256_ObjectCategories\007.bat\007_0041.jpg,bat
./data/256_ObjectCategories\007.bat\007_0042.jpg,bat
./data/256_ObjectCategories\007.bat\007_0043.jpg,bat
./data/256_ObjectCategories\007.bat\007_0044.jpg,bat
./data/256_ObjectCategories\007.bat\007_0045.jpg,bat
./data/256_ObjectCategories\007.bat\007_0046.jpg,bat
./data/256_ObjectCategories\007.bat\007_0047.jpg,bat
./data/256_ObjectCategories\007.bat\007_0048.jpg,bat
./data/256_ObjectCategories\007.bat\007_0049.jpg,bat
./data/256_ObjectCategories\007.bat\007_0050.jpg,bat
./data/256_ObjectCategories\007.bat\007_0051.jpg,bat
./data/256_ObjectCategories\007.bat\007_0052.jpg,bat
./data/256_ObjectCategories\007.bat\007_0053.jpg,bat
./data/256_ObjectCategories\007.bat\007_0054.jpg,bat
./data/256_ObjectCategories\007.bat\007_0055.jpg,bat
./data/256_ObjectCategories\007.bat\007_0056.jpg,bat
./data/256_ObjectCategories\007.bat\007_0057.jpg,bat
./data/256_ObjectCategories\007.bat\007_0058.jpg,bat
./data/256_ObjectCategories\007.bat\007_0059.jpg,bat
./data/256_ObjectCategories\007.bat\007_0060.jpg,bat
./data/256_ObjectCategories\007.bat\007_0061.jpg,bat
./data/256_ObjectCategories\007.bat\007_0062.jpg,bat
./data/256_ObjectCategories\007.bat\007_0063.jpg,bat
./data/256_ObjectCategories\007.bat\007_0064.jpg,bat
./data/256_ObjectCategories\007.bat\007_0065.jpg,bat
./data/256_ObjectCategories\007.bat\007_0066.jpg,bat
./data/256_ObjectCategories\007.bat\007_0067.jpg,bat
./data/256_ObjectCategories\007.bat\007_0068.jpg,bat
./data/256_ObjectCategories\007.bat\007_0069.jpg,bat
./data/256_ObjectCategories\007.bat\007_0070.jpg,bat
./data/256_ObjectCategories\007.bat\007_0071.jpg,bat
./data/256_ObjectCategories\007.bat\007_0072.jpg,bat
./data/256_ObjectCategories\007.bat\007_0073.jpg,bat
./data/256_ObjectCategories\007.bat\007_0074.jpg,bat
./data/256_ObjectCategories\007.bat\007_0075.jpg,bat
./data/256_ObjectCategories\007.bat\007_0076.jpg,bat
./data/256_ObjectCategories\007.bat\007_0077.jpg,bat
./data/256_ObjectCategories\007.bat\007_0078.jpg,bat
./data/256_ObjectCategories\007.bat\007_0079.jpg,bat
./data/256_ObjectCategories\007.bat\007_0080.jpg,bat
./data/256_ObjectCategories\007.bat\007_0081.jpg,bat
./data/256_ObjectCategories\007.bat\007_0082.jpg,bat
./data/256_ObjectCategories\007.bat\007_0083.jpg,bat
./data/256_ObjectCategories\007.bat\007_0084.jpg,bat
./data/256_ObjectCategories\007.bat\007_0085.jpg,bat
./data/256_ObjectCategories\007.bat\007_0086.jpg,bat
./data/256_ObjectCategories\007.bat\007_0087.jpg,bat
./data/256_ObjectCategories\007.bat\007_0088.jpg,bat
./data/256_ObjectCategories\007.bat\007_0089.jpg,bat
./data/256_ObjectCategories\007.bat\007_0090.jpg,bat
./data/256_ObjectCategories\007.bat\007_0091.jpg,bat
./data/256_ObjectCategories\007.bat\007_0092.jpg,bat
./data/256_ObjectCategories\007.bat\007_0093.jpg,bat
./data/256_ObjectCategories\007.bat\007_0094.jpg,bat
./data/256_ObjectCategories\007.bat\007_0095.jpg,bat
./data/256_ObjectCategories\007.bat\007_0096.jpg,bat
./data/256_ObjectCategories\007.bat\007_0097.jpg,bat
./data/256_ObjectCategories\007.bat\007_0098.jpg,bat
./data/256_ObjectCategories\007.bat\007_0099.jpg,bat
./data/256_ObjectCategories\007.bat\007_0100.jpg,bat
./data/256_ObjectCategories\007.bat\007_0101.jpg,bat
./data/256_ObjectCategories\007.bat\007_0102.jpg,bat
./data/256_ObjectCategories\007.bat\007_0103.jpg,bat
./data/256_ObjectCategories\007.bat\007_0104.jpg,bat
./data/256_ObjectCategories\007.bat\007_0105.jpg,bat
./data/256_ObjectCategories\007.bat\007_0106.jpg,bat
./data/256_ObjectCategories\009.bear\009_0001.jpg,bear
./data/256_ObjectCategories\009.bear\009_0002.jpg,bear
./data/256_ObjectCategories\009.bear\009_0003.jpg,bear
./data/256_ObjectCategories\009.bear\009_0004.jpg,bear
./data/256_ObjectCategories\009.bear\009_0005.jpg,bear
./data/256_ObjectCategories\009.bear\009_0006.jpg,bear
./data/256_ObjectCategories\009.bear\009_0007.jpg,bear
./data/256_ObjectCategories\009.bear\009_0008.jpg,bear
./data/256_ObjectCategories\009.bear\009_0009.jpg,bear
./data/256_ObjectCategories\009.bear\009_0010.jpg,bear
./data/256_ObjectCategories\009.bear\009_0011.jpg,bear
./data/256_ObjectCategories\009.bear\009_0012.jpg,bear
./data/256_ObjectCategories\009.bear\009_0013.jpg,bear
./data/256_ObjectCategories\009.bear\009_0014.jpg,bear
./data/256_ObjectCategories\009.bear\009_0015.jpg,bear
./data/256_ObjectCategories\009.bear\009_0016.jpg,bear
./data/256_ObjectCategories\009.bear\009_0017.jpg,bear
./data/256_ObjectCategories\009.bear\009_0018.jpg,bear
./data/256_ObjectCategories\009.bear\009_0019.jpg,bear
./data/256_ObjectCategories\009.bear\009_0020.jpg,bear
./data/256_ObjectCategories\009.bear\009_0021.jpg,bear
./data/256_ObjectCategories\009.bear\009_0022.jpg,bear
./data/256_ObjectCategories\009.bear\009_0023.jpg,bear
./data/256_ObjectCategories\009.bear\009_0024.jpg,bear
./data/256_ObjectCategories\009.bear\009_0025.jpg,bear
./data/256_ObjectCategories\009.bear\009_0026.jpg,bear
